,describe_cut_
102,14.162472699648657
103,14.162472699648657
104,14.162472699648657
105,14.162472699648657
106,14.162472699648657
107,14.162472699648657
108,14.162472699648657
109,14.162472699648657
110,14.162472699648657
111,14.162472699648657
112,14.162472699648657
113,14.162472699648657
114,14.162472699648657
115,14.162472699648657
116,14.162472699648657
117,14.162472699648657
118,14.162472699648657
119,14.162472699648657
120,14.162472699648657
121,14.162472699648657
122,14.162472699648657
123,14.162472699648657
124,14.162472699648657
125,14.162472699648657
126,14.162472699648657
127,14.162472699648657
128,14.162472699648657
129,14.162472699648657
130,14.162472699648657
131,14.162472699648657
132,14.162472699648657
133,14.162472699648657
134,14.162472699648657
135,14.162472699648657
136,14.162472699648657
137,14.162472699648657
138,14.162472699648657
139,14.162472699648657
140,14.162472699648657
141,14.162472699648657
142,14.162472699648657
143,14.162472699648657
144,14.162472699648657
145,14.162472699648657
146,14.162472699648657
147,14.162472699648657
148,14.162472699648657
149,14.162472699648657
150,14.162472699648657
151,14.162472699648657
152,14.162472699648657
153,14.162472699648657
154,14.162472699648657
155,14.162472699648657
156,14.162472699648657
157,14.162472699648657
158,14.162472699648657
159,14.162472699648657
160,14.162472699648657
161,14.162472699648657
162,14.162472699648657
163,14.162472699648657
164,14.162472699648657
165,14.162472699648657
166,14.162472699648657
167,14.162472699648657
168,14.162472699648657
169,14.162472699648657
170,14.162472699648657
171,14.162472699648657
172,14.162472699648657
173,14.162472699648657
174,14.162472699648657
175,14.162472699648657
176,14.162472699648657
177,14.162472699648657
178,14.162472699648657
179,14.162472699648657
180,14.162472699648657
181,14.162472699648657
182,14.162472699648657
183,14.162472699648657
184,14.162472699648657
185,14.162472699648657
186,14.162472699648657
187,14.162472699648657
188,14.162472699648657
189,14.162472699648657
190,14.162472699648657
191,14.162472699648657
192,14.162472699648657
193,14.162472699648657
194,14.162472699648657
195,14.162472699648657
196,14.162472699648657
197,14.162472699648657
198,14.162472699648657
199,14.162472699648657
200,14.162472699648657
201,14.162472699648657
202,14.162472699648657
203,14.162472699648657
204,14.162472699648657
205,14.162472699648657
206,14.162472699648657
207,14.162472699648657
208,14.162472699648657
209,14.162472699648657
210,14.162472699648657
211,14.162472699648657
212,14.162472699648657
213,14.162472699648657
214,14.162472699648657
215,14.162472699648657
216,14.162472699648657
217,14.162472699648657
218,14.162472699648657
219,14.162472699648657
220,14.162472699648657
221,14.162472699648657
222,14.162472699648657
223,14.162472699648657
224,14.162472699648657
225,14.162472699648657
226,14.162472699648657
227,14.162472699648657
228,14.162472699648657
229,14.162472699648657
230,14.162472699648657
231,14.162472699648657
232,14.162472699648657
233,14.162472699648657
234,14.162472699648657
235,14.162472699648657
236,14.162472699648657
237,14.162472699648657
238,14.162472699648657
239,14.162472699648657
240,14.162472699648657
241,14.162472699648657
242,14.162472699648657
243,14.162472699648657
244,14.162472699648657
245,14.162472699648657
246,14.162472699648657
247,14.162472699648657
248,14.162472699648657
249,14.162472699648657
250,14.162472699648657
251,14.162472699648657
252,14.162472699648657
253,14.162472699648657
254,14.162472699648657
255,14.162472699648657
256,14.162472699648657
257,14.162472699648657
258,14.162472699648657
259,14.162472699648657
260,14.162472699648657
261,14.162472699648657
262,14.162472699648657
263,14.162472699648657
264,14.162472699648657
265,14.162472699648657
266,14.162472699648657
267,14.162472699648657
268,14.162472699648657
269,14.162472699648657
270,14.162472699648657
271,14.162472699648657
272,14.162472699648657
273,14.162472699648657
274,14.162472699648657
275,14.162472699648657
276,14.162472699648657
277,14.162472699648657
278,14.162472699648657
279,14.162472699648657
280,14.162472699648657
281,14.162472699648657
282,14.162472699648657
283,14.162472699648657
284,14.162472699648657
285,14.162472699648657
286,14.162472699648657
287,14.162472699648657
288,14.162472699648657
289,14.162472699648657
290,14.162472699648657
291,14.162472699648657
292,14.162472699648657
293,14.162472699648657
294,14.162472699648657
295,14.162472699648657
296,14.162472699648657
297,14.162472699648657
298,14.162472699648657
299,14.162472699648657
300,14.162472699648657
301,14.162472699648657
302,14.162472699648657
303,14.162472699648657
304,14.162472699648657
305,14.162472699648657
306,14.162472699648657
307,14.162472699648657
308,14.162472699648657
309,14.162472699648657
310,14.162472699648657
311,14.162472699648657
312,14.162472699648657
313,14.162472699648657
314,14.162472699648657
315,14.162472699648657
316,14.162472699648657
317,14.162472699648657
318,14.162472699648657
319,14.162472699648657
320,14.162472699648657
321,14.162472699648657
322,14.162472699648657
323,14.162472699648657
324,14.162472699648657
325,14.162472699648657
326,14.162472699648657
327,14.162472699648657
328,14.162472699648657
329,14.162472699648657
330,14.162472699648657
331,14.162472699648657
332,14.162472699648657
333,14.162472699648657
334,14.162472699648657
335,14.162472699648657
336,14.162472699648657
337,14.162472699648657
338,14.162472699648657
339,14.162472699648657
340,14.162472699648657
341,14.162472699648657
342,14.162472699648657
343,14.162472699648657
344,14.162472699648657
345,14.162472699648657
346,14.162472699648657
347,14.162472699648657
348,14.162472699648657
349,14.162472699648657
350,14.162472699648657
351,14.162472699648657
352,14.162472699648657
353,14.162472699648657
354,14.162472699648657
355,14.162472699648657
356,14.162472699648657
357,14.162472699648657
358,14.162472699648657
359,14.162472699648657
360,14.162472699648657
361,14.162472699648657
362,14.162472699648657
363,14.162472699648657
364,14.162472699648657
365,14.162472699648657
366,14.162472699648657
367,14.162472699648657
368,14.162472699648657
369,14.162472699648657
370,14.162472699648657
371,14.162472699648657
372,14.162472699648657
373,14.162472699648657
374,14.162472699648657
375,14.162472699648657
376,14.162472699648657
377,14.162472699648657
378,14.162472699648657
379,14.162472699648657
380,14.162472699648657
381,14.162472699648657
382,14.162472699648657
383,14.162472699648657
384,14.162472699648657
385,14.162472699648657
386,14.162472699648657
387,14.162472699648657
388,14.162472699648657
389,14.162472699648657
390,14.162472699648657
391,14.162472699648657
392,14.162472699648657
393,14.162472699648657
394,14.162472699648657
395,14.162472699648657
396,14.162472699648657
397,14.162472699648657
398,14.162472699648657
399,14.162472699648657
400,14.162472699648657
401,14.162472699648657
402,14.162472699648657
403,14.162472699648657
404,14.162472699648657
405,14.162472699648657
406,14.162472699648657
407,14.162472699648657
408,14.162472699648657
409,14.162472699648657
410,14.162472699648657
411,14.162472699648657
412,14.162472699648657
413,14.162472699648657
414,14.162472699648657
415,14.162472699648657
416,14.162472699648657
417,14.162472699648657
418,14.162472699648657
419,14.162472699648657
420,14.162472699648657
421,14.162472699648657
422,14.162472699648657
423,14.162472699648657
424,14.162472699648657
425,14.162472699648657
426,14.162472699648657
427,14.162472699648657
428,14.162472699648657
429,14.162472699648657
430,14.162472699648657
431,14.162472699648657
432,14.162472699648657
433,14.162472699648657
434,14.162472699648657
435,14.162472699648657
436,14.162472699648657
437,14.162472699648657
438,14.162472699648657
439,14.162472699648657
440,14.162472699648657
441,14.162472699648657
442,14.162472699648657
443,14.162472699648657
444,14.162472699648657
445,14.162472699648657
446,14.162472699648657
447,14.162472699648657
448,14.162472699648657
449,14.162472699648657
450,14.162472699648657
451,14.162472699648657
452,14.162472699648657
453,14.162472699648657
454,14.162472699648657
455,14.162472699648657
456,14.162472699648657
457,14.162472699648657
458,14.162472699648657
459,14.162472699648657
460,14.162472699648657
461,14.162472699648657
462,14.162472699648657
463,14.162472699648657
464,14.162472699648657
465,14.162472699648657
466,14.162472699648657
467,14.162472699648657
468,14.162472699648657
469,14.162472699648657
470,14.162472699648657
471,14.162472699648657
472,14.162472699648657
473,14.162472699648657
474,14.162472699648657
475,14.162472699648657
476,14.162472699648657
477,14.162472699648657
478,14.162472699648657
479,14.162472699648657
480,14.162472699648657
481,14.162472699648657
482,14.162472699648657
483,14.162472699648657
484,14.162472699648657
485,14.162472699648657
486,14.162472699648657
487,14.162472699648657
488,14.162472699648657
489,14.162472699648657
490,14.162472699648657
491,14.162472699648657
492,14.162472699648657
493,14.162472699648657
494,14.162472699648657
495,14.162472699648657
496,14.162472699648657
497,14.162472699648657
498,14.162472699648657
499,14.162472699648657
500,14.162472699648657
501,14.162472699648657
502,14.162472699648657
503,14.162472699648657
504,14.162472699648657
505,14.162472699648657
506,14.162472699648657
507,14.162472699648657
508,14.162472699648657
509,14.162472699648657
510,14.162472699648657
511,14.162472699648657
512,14.162472699648657
513,14.162472699648657
514,14.162472699648657
515,14.162472699648657
516,14.162472699648657
517,14.162472699648657
518,14.162472699648657
519,14.162472699648657
520,14.162472699648657
521,14.162472699648657
522,14.162472699648657
523,14.162472699648657
524,14.162472699648657
525,14.162472699648657
526,14.162472699648657
527,14.162472699648657
528,14.162472699648657
529,14.162472699648657
530,14.162472699648657
531,14.162472699648657
532,14.162472699648657
533,14.162472699648657
534,14.162472699648657
535,14.162472699648657
536,14.162472699648657
537,14.162472699648657
538,14.162472699648657
539,14.162472699648657
540,14.162472699648657
541,14.162472699648657
542,14.162472699648657
543,14.162472699648657
544,14.162472699648657
545,14.162472699648657
546,14.162472699648657
547,14.162472699648657
548,14.162472699648657
549,14.162472699648657
550,14.162472699648657
551,14.162472699648657
552,14.162472699648657
553,14.162472699648657
554,14.162472699648657
555,14.162472699648657
556,14.162472699648657
557,14.162472699648657
558,14.162472699648657
559,14.162472699648657
560,14.162472699648657
561,14.162472699648657
562,14.162472699648657
563,14.162472699648657
564,14.162472699648657
565,14.162472699648657
566,14.162472699648657
567,14.162472699648657
568,14.162472699648657
569,14.162472699648657
570,14.162472699648657
571,14.162472699648657
572,14.162472699648657
573,14.162472699648657
574,14.162472699648657
575,14.162472699648657
576,14.162472699648657
577,14.162472699648657
578,14.162472699648657
579,14.162472699648657
580,14.162472699648657
581,14.162472699648657
582,14.162472699648657
583,14.162472699648657
584,14.162472699648657
585,14.162472699648657
586,14.162472699648657
587,14.162472699648657
588,14.162472699648657
589,14.162472699648657
590,14.162472699648657
591,14.162472699648657
592,14.162472699648657
593,14.162472699648657
594,14.162472699648657
595,14.162472699648657
596,14.162472699648657
597,14.162472699648657
598,14.162472699648657
599,14.162472699648657
600,14.162472699648657
601,14.162472699648657
602,14.162472699648657
603,14.162472699648657
604,14.162472699648657
605,14.162472699648657
606,14.162472699648657
607,14.162472699648657
608,14.162472699648657
609,14.162472699648657
610,14.162472699648657
611,14.162472699648657
612,14.162472699648657
613,14.162472699648657
614,14.162472699648657
615,14.162472699648657
616,14.162472699648657
617,14.162472699648657
618,14.162472699648657
619,14.162472699648657
620,14.162472699648657
621,14.162472699648657
622,14.162472699648657
623,14.162472699648657
624,14.162472699648657
625,14.162472699648657
626,14.162472699648657
627,14.162472699648657
628,14.162472699648657
629,14.162472699648657
630,14.162472699648657
631,14.162472699648657
632,14.162472699648657
633,14.162472699648657
634,14.162472699648657
635,14.162472699648657
636,14.162472699648657
637,14.162472699648657
638,14.162472699648657
639,14.162472699648657
640,14.162472699648657
641,14.162472699648657
642,14.162472699648657
643,14.162472699648657
644,14.162472699648657
645,14.162472699648657
646,14.162472699648657
647,14.162472699648657
648,14.162472699648657
649,14.162472699648657
650,14.162472699648657
651,14.162472699648657
652,14.162472699648657
653,14.162472699648657
654,14.162472699648657
655,14.162472699648657
656,14.162472699648657
657,14.162472699648657
658,14.162472699648657
659,14.162472699648657
660,14.162472699648657
661,14.162472699648657
662,14.162472699648657
663,14.162472699648657
664,14.162472699648657
665,14.162472699648657
666,14.162472699648657
667,14.162472699648657
668,14.162472699648657
669,14.162472699648657
670,14.162472699648657
671,14.162472699648657
672,14.162472699648657
673,14.162472699648657
674,14.162472699648657
675,14.162472699648657
676,14.162472699648657
677,14.162472699648657
678,14.162472699648657
679,14.162472699648657
680,14.162472699648657
681,14.162472699648657
682,14.162472699648657
683,14.162472699648657
684,14.162472699648657
685,14.162472699648657
686,14.162472699648657
687,14.162472699648657
688,14.162472699648657
689,14.162472699648657
690,14.162472699648657
691,14.162472699648657
692,14.162472699648657
693,14.162472699648657
694,14.162472699648657
695,14.162472699648657
696,14.162472699648657
697,14.162472699648657
698,14.162472699648657
699,14.162472699648657
700,14.162472699648657
701,14.162472699648657
702,14.162472699648657
703,14.162472699648657
704,14.162472699648657
705,14.162472699648657
706,14.162472699648657
707,14.162472699648657
708,14.162472699648657
709,14.162472699648657
710,14.162472699648657
711,14.162472699648657
712,14.162472699648657
713,14.162472699648657
714,14.162472699648657
715,14.162472699648657
716,14.162472699648657
717,14.162472699648657
718,14.162472699648657
719,14.162472699648657
720,14.162472699648657
721,14.162472699648657
722,14.162472699648657
723,14.162472699648657
724,14.162472699648657
725,14.162472699648657
726,14.162472699648657
727,14.162472699648657
728,14.162472699648657
729,14.162472699648657
730,14.162472699648657
731,14.162472699648657
732,14.162472699648657
733,14.162472699648657
734,14.162472699648657
735,14.162472699648657
736,14.162472699648657
737,14.162472699648657
738,14.162472699648657
739,14.162472699648657
740,14.162472699648657
741,14.162472699648657
742,14.162472699648657
743,14.162472699648657
744,14.162472699648657
745,14.162472699648657
746,14.162472699648657
747,14.162472699648657
748,14.162472699648657
749,14.162472699648657
750,14.162472699648657
751,14.162472699648657
752,14.162472699648657
753,14.162472699648657
754,14.162472699648657
755,14.162472699648657
756,14.162472699648657
757,14.162472699648657
758,14.162472699648657
759,14.162472699648657
760,14.162472699648657
761,14.162472699648657
762,14.162472699648657
763,14.162472699648657
764,14.162472699648657
765,14.162472699648657
766,14.162472699648657
767,14.162472699648657
768,14.162472699648657
769,14.162472699648657
770,14.162472699648657
771,14.162472699648657
772,14.162472699648657
773,14.162472699648657
774,14.162472699648657
775,14.162472699648657
776,14.162472699648657
777,14.162472699648657
778,14.162472699648657
779,14.162472699648657
780,14.162472699648657
781,14.162472699648657
782,14.162472699648657
783,14.162472699648657
784,14.162472699648657
785,14.162472699648657
786,14.162472699648657
787,14.162472699648657
788,14.162472699648657
789,14.162472699648657
790,14.162472699648657
791,14.162472699648657
792,14.162472699648657
793,14.162472699648657
794,14.162472699648657
795,14.162472699648657
796,14.162472699648657
797,14.162472699648657
798,14.162472699648657
799,14.162472699648657
800,14.162472699648657
801,14.162472699648657
802,14.162472699648657
803,14.162472699648657
804,14.162472699648657
805,14.162472699648657
806,14.162472699648657
807,14.162472699648657
808,14.162472699648657
809,14.162472699648657
810,14.162472699648657
811,14.162472699648657
812,14.162472699648657
813,14.162472699648657
814,14.162472699648657
815,14.162472699648657
816,14.162472699648657
817,14.162472699648657
818,14.162472699648657
819,14.162472699648657
820,14.162472699648657
821,14.162472699648657
822,14.162472699648657
823,14.162472699648657
824,14.162472699648657
825,14.162472699648657
826,14.162472699648657
827,14.162472699648657
828,14.162472699648657
829,14.162472699648657
830,14.162472699648657
831,14.162472699648657
832,14.162472699648657
833,14.162472699648657
834,14.162472699648657
835,14.162472699648657
836,14.162472699648657
837,14.162472699648657
838,14.162472699648657
839,14.162472699648657
840,14.162472699648657
841,14.162472699648657
842,14.162472699648657
843,14.162472699648657
844,14.162472699648657
845,14.162472699648657
846,14.162472699648657
847,14.162472699648657
848,14.162472699648657
849,14.162472699648657
850,14.162472699648657
851,14.162472699648657
852,14.162472699648657
853,14.162472699648657
854,14.162472699648657
855,14.162472699648657
856,14.162472699648657
857,14.162472699648657
858,14.162472699648657
859,14.162472699648657
860,14.162472699648657
861,14.162472699648657
862,14.162472699648657
863,14.162472699648657
864,14.162472699648657
865,14.162472699648657
866,14.162472699648657
867,14.162472699648657
868,14.162472699648657
869,14.162472699648657
870,14.162472699648657
871,14.162472699648657
872,14.162472699648657
873,14.162472699648657
874,14.162472699648657
875,14.162472699648657
876,14.162472699648657
877,14.162472699648657
878,14.162472699648657
879,14.162472699648657
880,14.162472699648657
881,14.162472699648657
882,14.162472699648657
883,14.162472699648657
884,14.162472699648657
885,14.162472699648657
886,14.162472699648657
887,14.162472699648657
888,14.162472699648657
889,14.162472699648657
890,14.162472699648657
891,14.162472699648657
892,14.162472699648657
893,14.162472699648657
894,14.162472699648657
895,14.162472699648657
896,14.162472699648657
897,14.162472699648657
898,14.162472699648657
899,14.162472699648657
900,14.162472699648657
901,14.162472699648657
902,14.162472699648657
903,14.162472699648657
904,14.162472699648657
905,14.162472699648657
906,14.162472699648657
907,14.162472699648657
908,14.162472699648657
909,14.162472699648657
910,14.162472699648657
911,14.162472699648657
912,14.162472699648657
913,14.162472699648657
914,14.162472699648657
915,14.162472699648657
916,14.162472699648657
917,14.162472699648657
918,14.162472699648657
919,14.162472699648657
920,14.162472699648657
921,14.162472699648657
922,14.162472699648657
923,14.162472699648657
924,14.162472699648657
925,14.162472699648657
926,14.162472699648657
927,14.162472699648657
928,14.162472699648657
929,14.162472699648657
930,14.162472699648657
931,14.162472699648657
932,14.162472699648657
933,14.162472699648657
934,14.162472699648657
935,14.162472699648657
936,14.162472699648657
937,14.162472699648657
938,14.162472699648657
939,14.162472699648657
940,14.162472699648657
941,14.162472699648657
942,14.162472699648657
943,14.162472699648657
944,14.162472699648657
945,14.162472699648657
946,14.162472699648657
947,14.162472699648657
948,14.162472699648657
949,14.162472699648657
950,14.162472699648657
951,14.162472699648657
952,14.162472699648657
953,14.162472699648657
954,14.162472699648657
955,14.162472699648657
956,14.162472699648657
957,14.162472699648657
958,14.162472699648657
959,14.162472699648657
960,14.162472699648657
961,14.162472699648657
962,14.162472699648657
963,14.162472699648657
964,14.162472699648657
965,14.162472699648657
966,14.162472699648657
967,14.162472699648657
968,14.162472699648657
969,14.162472699648657
970,14.162472699648657
971,14.162472699648657
972,14.162472699648657
973,14.162472699648657
974,14.162472699648657
975,14.162472699648657
976,14.162472699648657
977,14.162472699648657
978,14.162472699648657
979,14.162472699648657
980,14.162472699648657
981,14.162472699648657
982,14.162472699648657
983,14.162472699648657
984,14.162472699648657
985,14.162472699648657
986,14.162472699648657
987,14.162472699648657
988,14.162472699648657
989,14.162472699648657
990,14.162472699648657
991,14.162472699648657
992,14.162472699648657
993,14.162472699648657
994,14.162472699648657
995,14.162472699648657
996,14.162472699648657
997,14.162472699648657
998,14.162472699648657
999,14.162472699648657
1000,14.162472699648657
1001,14.162472699648657
1002,14.162472699648657
1003,14.162472699648657
1004,14.162472699648657
1005,14.162472699648657
1006,14.162472699648657
1007,14.162472699648657
1008,14.162472699648657
1009,14.162472699648657
1010,14.162472699648657
1011,14.162472699648657
1012,14.162472699648657
1013,14.162472699648657
1014,14.162472699648657
1015,14.162472699648657
1016,14.162472699648657
1017,14.162472699648657
1018,14.162472699648657
1019,14.162472699648657
1020,14.162472699648657
1021,14.162472699648657
1022,14.162472699648657
1023,14.162472699648657
1024,14.162472699648657
1025,14.162472699648657
1026,14.162472699648657
1027,14.162472699648657
1028,14.162472699648657
1029,14.162472699648657
1030,14.162472699648657
1031,14.162472699648657
1032,14.162472699648657
1033,14.162472699648657
1034,14.162472699648657
1035,14.162472699648657
1036,14.162472699648657
1037,14.162472699648657
1038,14.162472699648657
1039,14.162472699648657
1040,14.162472699648657
1041,14.162472699648657
1042,14.162472699648657
1043,14.162472699648657
1044,14.162472699648657
1045,14.162472699648657
1046,14.162472699648657
1047,14.162472699648657
1048,14.162472699648657
1049,14.162472699648657
1050,14.162472699648657
1051,14.162472699648657
1052,14.162472699648657
1053,14.162472699648657
1054,14.162472699648657
1055,14.162472699648657
1056,14.162472699648657
1057,14.162472699648657
1058,14.162472699648657
1059,14.162472699648657
1060,14.162472699648657
1061,14.162472699648657
1062,14.162472699648657
1063,14.162472699648657
1064,14.162472699648657
1065,14.162472699648657
1066,14.162472699648657
1067,14.162472699648657
1068,14.162472699648657
1069,14.162472699648657
1070,14.162472699648657
1071,14.162472699648657
1072,14.162472699648657
1073,14.162472699648657
1074,14.162472699648657
1075,14.162472699648657
1076,14.162472699648657
1077,14.162472699648657
1078,14.162472699648657
1079,14.162472699648657
1080,14.162472699648657
1081,14.162472699648657
1082,14.162472699648657
1083,14.162472699648657
1084,14.162472699648657
1085,14.162472699648657
1086,14.162472699648657
1087,14.162472699648657
1088,14.162472699648657
1089,14.162472699648657
1090,14.162472699648657
1091,14.162472699648657
1092,14.162472699648657
1093,14.162472699648657
1094,14.162472699648657
1095,14.162472699648657
1096,14.162472699648657
1097,14.162472699648657
1098,14.162472699648657
1099,14.162472699648657
1100,14.162472699648657
1101,14.162472699648657
1102,14.162472699648657
1103,14.162472699648657
1104,14.162472699648657
1105,14.162472699648657
1106,14.162472699648657
1107,14.162472699648657
1108,14.162472699648657
1109,14.162472699648657
1110,14.162472699648657
1111,14.162472699648657
1112,14.162472699648657
1113,14.162472699648657
1114,14.162472699648657
1115,14.162472699648657
1116,14.162472699648657
1117,14.162472699648657
1118,14.162472699648657
1119,14.162472699648657
1120,14.162472699648657
1121,14.162472699648657
1122,14.162472699648657
1123,14.162472699648657
1124,14.162472699648657
1125,14.162472699648657
1126,14.162472699648657
1127,14.162472699648657
1128,14.162472699648657
1129,14.162472699648657
1130,14.162472699648657
1131,14.162472699648657
1132,14.162472699648657
1133,14.162472699648657
1134,14.162472699648657
1135,14.162472699648657
1136,14.162472699648657
1137,14.162472699648657
1138,14.162472699648657
1139,14.162472699648657
1140,14.162472699648657
1141,14.162472699648657
1142,14.162472699648657
1143,14.162472699648657
1144,14.162472699648657
1145,14.162472699648657
1146,14.162472699648657
1147,14.162472699648657
1148,14.162472699648657
1149,14.162472699648657
1150,14.162472699648657
1151,14.162472699648657
1152,14.162472699648657
1153,14.162472699648657
1154,14.162472699648657
1155,14.162472699648657
1156,14.162472699648657
1157,14.162472699648657
1158,14.162472699648657
1159,14.162472699648657
1160,14.162472699648657
1161,14.162472699648657
1162,14.162472699648657
1163,14.162472699648657
1164,14.162472699648657
1165,14.162472699648657
1166,14.162472699648657
1167,14.162472699648657
1168,14.162472699648657
1169,14.162472699648657
1170,14.162472699648657
1171,14.162472699648657
1172,14.162472699648657
1173,14.162472699648657
1174,14.162472699648657
1175,14.162472699648657
1176,14.162472699648657
1177,14.162472699648657
1178,14.162472699648657
1179,14.162472699648657
1180,14.162472699648657
1181,14.162472699648657
1182,14.162472699648657
1183,14.162472699648657
1184,14.162472699648657
1185,14.162472699648657
1186,14.162472699648657
1187,14.162472699648657
1188,14.162472699648657
1189,14.162472699648657
1190,14.162472699648657
1191,14.162472699648657
1192,14.162472699648657
1193,14.162472699648657
1194,14.162472699648657
1195,14.162472699648657
1196,14.162472699648657
1197,14.162472699648657
1198,14.162472699648657
1199,14.162472699648657
1200,14.162472699648657
1201,14.162472699648657
1202,14.162472699648657
1203,14.162472699648657
1204,14.162472699648657
1205,14.162472699648657
1206,14.162472699648657
1207,14.162472699648657
1208,14.162472699648657
1209,14.162472699648657
1210,14.162472699648657
1211,14.162472699648657
1212,14.162472699648657
1213,14.162472699648657
1214,14.162472699648657
1215,14.162472699648657
1216,14.162472699648657
1217,14.162472699648657
1218,14.162472699648657
1219,14.162472699648657
1220,14.162472699648657
1221,14.162472699648657
1222,14.162472699648657
1223,14.162472699648657
1224,14.162472699648657
1225,14.162472699648657
1226,14.162472699648657
1227,14.162472699648657
1228,14.162472699648657
1229,14.162472699648657
1230,14.162472699648657
1231,14.162472699648657
1232,14.162472699648657
1233,14.162472699648657
1234,14.162472699648657
1235,14.162472699648657
1236,14.162472699648657
1237,14.162472699648657
1238,14.162472699648657
1239,14.162472699648657
1240,14.162472699648657
1241,14.162472699648657
1242,14.162472699648657
1243,14.162472699648657
1244,14.162472699648657
1245,14.162472699648657
1246,14.162472699648657
1247,14.162472699648657
1248,14.162472699648657
1249,14.162472699648657
1250,14.162472699648657
1251,14.162472699648657
1252,14.162472699648657
1253,14.162472699648657
1254,14.162472699648657
1255,14.162472699648657
1256,14.162472699648657
1257,14.162472699648657
1258,14.162472699648657
1259,14.162472699648657
1260,14.162472699648657
1261,14.162472699648657
1262,14.162472699648657
1263,14.162472699648657
1264,14.162472699648657
1265,14.162472699648657
1266,14.162472699648657
1267,14.162472699648657
1268,14.162472699648657
1269,14.162472699648657
1270,14.162472699648657
1271,14.162472699648657
1272,14.162472699648657
1273,14.162472699648657
1274,14.162472699648657
1275,14.162472699648657
1276,14.162472699648657
1277,14.162472699648657
1278,14.162472699648657
1279,14.162472699648657
1280,14.162472699648657
1281,14.162472699648657
1282,14.162472699648657
1283,14.162472699648657
1284,14.162472699648657
1285,14.162472699648657
1286,14.162472699648657
1287,14.162472699648657
1288,14.162472699648657
1289,14.162472699648657
1290,14.162472699648657
1291,14.162472699648657
1292,14.162472699648657
1293,14.162472699648657
1294,14.162472699648657
1295,14.162472699648657
1296,14.162472699648657
1297,14.162472699648657
1298,14.162472699648657
1299,14.162472699648657
1300,14.162472699648657
1301,14.162472699648657
1302,14.162472699648657
1303,14.162472699648657
1304,14.162472699648657
1305,14.162472699648657
1306,14.162472699648657
1307,14.162472699648657
1308,14.162472699648657
1309,14.162472699648657
1310,14.162472699648657
1311,14.162472699648657
1312,14.162472699648657
1313,14.162472699648657
1314,14.162472699648657
1315,14.162472699648657
1316,14.162472699648657
1317,14.162472699648657
1318,14.162472699648657
1319,14.162472699648657
1320,14.162472699648657
1321,14.162472699648657
1322,14.162472699648657
1323,14.162472699648657
1324,14.162472699648657
1325,14.162472699648657
1326,14.162472699648657
1327,14.162472699648657
1328,14.162472699648657
1329,14.162472699648657
1330,14.162472699648657
1331,14.162472699648657
1332,14.162472699648657
1333,14.162472699648657
1334,14.162472699648657
1335,14.162472699648657
1336,14.162472699648657
1337,14.162472699648657
1338,14.162472699648657
1339,14.162472699648657
1340,14.162472699648657
1341,14.162472699648657
1342,14.162472699648657
1343,14.162472699648657
1344,14.162472699648657
1345,14.162472699648657
1346,14.162472699648657
1347,14.162472699648657
1348,14.162472699648657
1349,14.162472699648657
1350,14.162472699648657
1351,14.162472699648657
1352,14.162472699648657
1353,14.162472699648657
1354,14.162472699648657
1355,14.162472699648657
1356,14.162472699648657
1357,14.162472699648657
1358,14.162472699648657
1359,14.162472699648657
1360,14.162472699648657
1361,14.162472699648657
